antecedents	consequents	antecedent support	consequent support	support	confidence	lift	representativity	leverage	conviction	zhangs_metric	jaccard	certainty	kulczynski
frozenset({'subscribed_term_d_no'})	frozenset({'credit_no'})	0.8847600088476001	0.9831895598318956	0.8699402786994028	0.9832500000000001	1.0000614735658044	1.0	5.3475043666817434e-05	1.003608368245043	0.0005334067316614417	0.8716755319148936	0.003595394736846153	0.9340321991001126
frozenset({'subscribed_term_d_yes'})	frozenset({'credit_no'})	0.11523999115239991	0.9831895598318956	0.11324928113249282	0.9827255278310941	0.9995280340437293	1.0	-5.347504366680356e-05	0.9731377030647146	-0.0005334067316613032	0.11495285136955546	-0.02760379836346658	0.5489555648154346
frozenset({'housing_yes'})	frozenset({'subscribed_term_d_no'})	0.5660252156602521	0.8847600088476001	0.5173634151736342	0.9140289175459164	1.0330811840562721	1.0	0.016566940358104798	1.3404506243590524	0.07378738136609297	0.554265402843602	0.25398221924201175	0.7493894587729582
frozenset({'subscribed_term_d_yes'})	frozenset({'loan_no'})	0.11523999115239991	0.8471577084715771	0.10572882105728822	0.9174664107485605	1.0829936404684704	1.0	0.00810237422833629	1.8518798578211246	0.08661506276150634	0.12341853860056803	0.4600081664171374	0.5211352941471262
frozenset({'loan_yes'})	frozenset({'subscribed_term_d_no'})	0.1528422915284229	0.8847600088476001	0.14333112143331123	0.9377713458755428	1.0599160636758322	1.0	0.00810237422833629	1.8518798578211269	0.06672791154949557	0.16027702201335642	0.46000816641713804	0.5498856729377714
frozenset({'job_manual-labor', 'age_middle-aged'})	frozenset({'credit_no'})	0.17916390179163902	0.9831895598318956	0.17695200176952003	0.9876543209876544	1.004541099029288	1.0	0.0007999240292334842	1.3616456536164627	0.005507275666936161	0.17957351290684626	0.2655945419103347	0.5838159118999015
frozenset({'job_manual-labor', 'age_middle-aged'})	frozenset({'subscribed_term_d_no'})	0.17916390179163902	0.8847600088476001	0.1654501216545012	0.9234567901234567	1.043737037037037	1.0	0.006933066320160108	1.5055547231200619	0.05105071351683161	0.1841457410142787	0.33579299068742385	0.5552283950617284
frozenset({'age_middle-aged', 'job_white-collar'})	frozenset({'credit_no'})	0.2955098429550984	0.9831895598318956	0.29086485290864855	0.9842814371257487	1.001110546061982	1.0	0.00032266048763274213	1.0694641935517961	0.0015746339483440467	0.29444693237796693	0.06495233217775971	0.6400597286866089
frozenset({'age_middle-aged', 'marital_married'})	frozenset({'credit_no'})	0.3236009732360097	0.9831895598318956	0.3200619332006193	0.9890635680109364	1.0059744411647793	1.0	0.0019008347635338652	1.5371046228710448	0.008780259828073822	0.32436673391616233	0.34942619707162587	0.657298938111205
frozenset({'age_middle-aged', 'marital_married'})	frozenset({'subscribed_term_d_no'})	0.3236009732360097	0.8847600088476001	0.2955098429550984	0.9131920710868079	1.0321353383458647	1.0	0.009200643011714471	1.327528402015441	0.046030241674923596	0.32372183183910824	0.24672044795289533	0.6235960355434039
frozenset({'marital_single', 'age_middle-aged'})	frozenset({'credit_no'})	0.163680601636806	0.9831895598318956	0.1603627516036275	0.9797297297297297	0.9964810141975496	1.0	-0.0005663070726836528	0.8293150482931498	-0.004204809648358119	0.1625560538116592	-0.20581436699857844	0.5714171708266196
frozenset({'education_secondary', 'age_middle-aged'})	frozenset({'credit_no'})	0.2817960628179606	0.9831895598318956	0.27670869276708693	0.9819466248037677	0.9987358134393327	1.0	-0.0003502541972649764	0.9311522075723941	-0.0017593328936024689	0.2799910474485229	-0.07393827976534459	0.6316932224131324
frozenset({'education_secondary', 'age_middle-aged'})	frozenset({'subscribed_term_d_no'})	0.2817960628179606	0.8847600088476001	0.2581287325812873	0.9160125588697018	1.0353231946624804	1.0	0.008806845549249626	1.3721098011977346	0.04750466385291658	0.2841490138787436	0.2711953524950514	0.6038812794348509
frozenset({'education_tertiary', 'age_middle-aged'})	frozenset({'credit_no'})	0.18668436186684362	0.9831895598318956	0.18447246184472463	0.9881516587677726	1.0050469402225197	1.0	0.0009263462733643257	1.4188011501880167	0.006174228417103143	0.1872053872053872	0.2951795959092069	0.5878891027247187
frozenset({'age_middle-aged', 'balance_low'})	frozenset({'credit_no'})	0.45808449458084494	0.9831895598318956	0.45299712452997126	0.9888942539835829	1.0058022322294213	1.0	0.0026132319372139667	1.513670503832367	0.010645129145408277	0.45837063563115493	0.33935424026023964	0.7248183305913415
frozenset({'housing_no', 'age_middle-aged'})	frozenset({'credit_no'})	0.19508958195089582	0.9831895598318956	0.1915505419155054	0.981859410430839	0.9986471078870244	1.0	-0.000259498290584359	0.926675514266756	-0.0016802473993229156	0.194126877381753	-0.07912638739706311	0.5883425286124949
frozenset({'housing_yes', 'age_middle-aged'})	frozenset({'credit_no'})	0.3459411634594116	0.9831895598318956	0.3410749834107498	0.9859335038363172	1.00279085958245	1.0	0.0009492431813570845	1.1950694737688796	0.004255110101686742	0.34519811954331764	0.1632285637367096	0.6664200702533667
frozenset({'loan_no', 'age_middle-aged'})	frozenset({'credit_no'})	0.45874806458748063	0.9831895598318956	0.45321831453218314	0.9879459980713597	1.004837763167743	1.0	0.0021820068366840695	1.3945941163459472	0.008895066378428277	0.4583892617449664	0.28294549053443946	0.7244566885744875
frozenset({'credit_no', 'age_middle-aged'})	frozenset({'subscribed_term_d_no'})	0.5326255253262553	0.8847600088476001	0.48064587480645876	0.9024086378737541	1.0199473629568105	1.0	0.009400110306343468	1.1808421221062935	0.041844919873445595	0.5131050767414405	0.1531467405513291	0.7228293189368771
frozenset({'subscribed_term_d_no', 'age_middle-aged'})	frozenset({'credit_no'})	0.4877239548772396	0.9831895598318956	0.48064587480645876	0.9854875283446711	1.0023372588630501	1.0	0.00112077429123425	1.1583443928334378	0.004551859967714793	0.485369667187849	0.13669889008234423	0.7371757101790848
frozenset({'housing_yes', 'age_middle-aged'})	frozenset({'subscribed_term_d_no'})	0.3459411634594116	0.8847600088476001	0.3171864631718646	0.9168797953964194	1.036303388746803	1.0	0.011111556328766536	1.3864257397104105	0.0535603529718622	0.3472154963680388	0.27872083490827654	0.6376898976982097
frozenset({'job_manual-labor', 'age_senior'})	frozenset({'credit_no'})	0.1079407210794072	0.9831895598318956	0.10617120106171202	0.9836065573770493	1.000424127311955	1.0	4.501101571223465e-05	1.0254368502543743	0.00047524588809007615	0.10779249943858073	0.02480586712683898	0.5457965295321692
frozenset({'age_senior', 'job_white-collar'})	frozenset({'credit_no'})	0.14819730148197302	0.9831895598318956	0.1462065914620659	0.9865671641791044	1.0034353541628191	1.0	0.0005005518497301353	1.2514438791810978	0.004019232287741034	0.14840592725639873	0.20092301649646008	0.567636787938821
frozenset({'age_senior', 'marital_married'})	frozenset({'credit_no'})	0.25127184251271845	0.9831895598318956	0.24795399247953992	0.9867957746478873	1.0036678733820243	1.0	0.0009061402413108877	1.2731106687311002	0.004880902654703915	0.2513452914798206	0.2145223313565565	0.6194946252317052
frozenset({'education_secondary', 'age_senior'})	frozenset({'credit_no'})	0.15505419155054193	0.9831895598318956	0.15151515151515152	0.9771754636233951	0.9938830755998581	1.0	-0.0009325108255162085	0.7365074098650736	-0.007231310893252738	0.15355301501905402	-0.3577595915609289	0.5656406002031487
frozenset({'age_senior', 'balance_low'})	frozenset({'credit_no'})	0.2840079628400796	0.9831895598318956	0.2822384428223844	0.9937694704049844	1.0107608044321563	1.0	0.0030047788488931637	2.6980756469807563	0.014869218857586056	0.2865483943408938	0.6293654697491392	0.6404167936951806
frozenset({'age_senior', 'housing_no'})	frozenset({'credit_no'})	0.17606724176067243	0.9831895598318956	0.17341296173412962	0.9849246231155778	1.0017647291575988	1.0	0.00030548780663813835	1.1150925311509206	0.0021380632790027523	0.1759030738164685	0.10321343559904397	0.5806512879357417
frozenset({'housing_yes', 'age_senior'})	frozenset({'credit_no'})	0.15660252156602522	0.9831895598318956	0.15328467153284672	0.978813559322034	0.9955491792339517	1.0	-0.0006852927142185494	0.7934527759345299	-0.005272894004553467	0.15538116591928253	-0.2603144513826907	0.5673595355665288
frozenset({'loan_no', 'age_senior'})	frozenset({'credit_no'})	0.27715107277151074	0.9831895598318956	0.2733908427339084	0.9864325618515561	1.0032984504231464	1.0	0.0008988014887491014	1.2390283253314487	0.004548123809184141	0.27700582698341547	0.19291594909059642	0.6322489018481627
frozenset({'subscribed_term_d_no', 'age_senior'})	frozenset({'credit_no'})	0.294182702941827	0.9831895598318956	0.2888741428887414	0.9819548872180451	0.9987442171232356	1.0	-0.00036321932679078683	0.9315785593157868	-0.0017782589637521662	0.29223539941821436	-0.07344677483181503	0.6378840802794388
frozenset({'housing_yes', 'age_senior'})	frozenset({'subscribed_term_d_no'})	0.15660252156602522	0.8847600088476001	0.1428887414288874	0.9124293785310734	1.0312733050847458	1.0	0.004333093062574456	1.315966350579018	0.035955696618785775	0.1590349581486952	0.24010215036273116	0.5369646892655368
frozenset({'job_manual-labor', 'marital_married'})	frozenset({'credit_no'})	0.22406547224065473	0.9831895598318956	0.22119000221190002	0.9871668311944718	1.0040452742025212	1.0	0.000891169186084867	1.309921222329974	0.005192417331812902	0.22431583669807087	0.236595313555355	0.6060693548548287
frozenset({'job_manual-labor', 'marital_married'})	frozenset({'subscribed_term_d_no'})	0.22406547224065473	0.8847600088476001	0.21123645211236453	0.9427443237907206	1.065536771964462	1.0	0.01299228291028115	2.0127260523686386	0.07926683660981328	0.2353376047313948	0.503161397040015	0.5907471618953604
frozenset({'job_manual-labor', 'education_secondary'})	frozenset({'credit_no'})	0.2023888520238885	0.9831895598318956	0.19907100199071	0.9836065573770492	1.0004241273119547	1.0	8.439565446041741e-05	1.0254368502543674	0.0005315215381771395	0.20179372197309417	0.024805867126832373	0.5930406240203581
frozenset({'job_manual-labor', 'education_secondary'})	frozenset({'subscribed_term_d_no'})	0.2023888520238885	0.8847600088476001	0.1838088918380889	0.9081967213114754	1.026489344262295	1.0	0.004743329330777674	1.2552927607672137	0.032353818645618634	0.2034769833496572	0.20337308454737135	0.5579733606557378
frozenset({'job_manual-labor', 'balance_low'})	frozenset({'credit_no'})	0.2749391727493917	0.9831895598318956	0.2731696527316965	0.9935639581657281	1.0105517783728362	1.0	0.0028523284956765704	2.6119221411192175	0.01440099991848491	0.27734111834718167	0.6171401956217972	0.6357021140659911
frozenset({'job_manual-labor', 'housing_yes'})	frozenset({'credit_no'})	0.22539261225392612	0.9831895598318956	0.22229595222295953	0.9862610402355251	1.0031239961540628	1.0	0.0006922889916607944	1.2235598950927464	0.0040204460279983	0.22538685803991929	0.18271266980011674	0.6061788890716433
frozenset({'loan_no', 'job_manual-labor'})	frozenset({'credit_no'})	0.2725060827250608	0.9831895598318956	0.26874585268745854	0.9862012987012988	1.0030632331672829	1.0	0.0008207171614918463	1.2182624874767514	0.004197806130173296	0.2722994173016585	0.17915883458647205	0.6297710655486246
frozenset({'credit_no', 'job_manual-labor'})	frozenset({'subscribed_term_d_no'})	0.32116788321167883	0.8847600088476001	0.2955098429550984	0.9201101928374655	1.0399545454545454	1.0	0.011353343763168433	1.4424867858041777	0.05659648445045373	0.32458697764820216	0.3067527482114812	0.6270550964187327
frozenset({'job_manual-labor', 'subscribed_term_d_no'})	frozenset({'credit_no'})	0.29949126299491263	0.9831895598318956	0.2955098429550984	0.9867060561299852	1.0035766208692156	1.0	0.001053159917631774	1.264518665978516	0.005087551452194957	0.29935021286130403	0.20918526004819776	0.6436342429131365
frozenset({'job_manual-labor'})	frozenset({'credit_no', 'subscribed_term_d_no'})	0.32625525326255256	0.8699402786994028	0.2955098429550984	0.9057627118644066	1.041178037207979	1.0	0.011687257004729168	1.3801301361034566	0.05870096641909842	0.3280943025540275	0.2754306468350036	0.6227262580425517
frozenset({'job_manual-labor', 'balance_low'})	frozenset({'subscribed_term_d_no'})	0.2749391727493917	0.8847600088476001	0.252156602521566	0.917135961383749	1.0365929203539823	1.0	0.008901417607262346	1.3907117378876996	0.048687154126928034	0.27784547891786493	0.28094372632615955	0.6010679806918745
frozenset({'job_manual-labor', 'housing_yes'})	frozenset({'subscribed_term_d_no'})	0.22539261225392612	0.8847600088476001	0.21035169210351692	0.9332679097154073	1.054826054955839	1.0	0.010933322491549546	1.7269051615337583	0.06710030801086474	0.23377581120943952	0.4209294046513558	0.5855089548577037
frozenset({'loan_no', 'job_manual-labor'})	frozenset({'subscribed_term_d_no'})	0.2725060827250608	0.8847600088476001	0.24905994249059943	0.913961038961039	1.0330044642857144	1.0	0.007957458327749772	1.3393931047146859	0.04391785525463805	0.2742328300048709	0.25339319989032094	0.5977305194805195
frozenset({'job_white-collar', 'marital_married'})	frozenset({'credit_no'})	0.27294846272948464	0.9831895598318956	0.26985180269851805	0.9886547811993517	1.0055586649723889	1.0	0.0014917237707234854	1.4817202262457714	0.007603225822539913	0.27360394707333485	0.32510876055617055	0.6315602364939391
frozenset({'marital_single', 'job_white-collar'})	frozenset({'credit_no'})	0.15571776155717762	0.9831895598318956	0.15328467153284672	0.984375	1.0012057086614172	1.0	0.00018459408943719002	1.0758681707586817	0.0014263674206037955	0.15552064631956913	0.07051809210526314	0.5701402559055118
frozenset({'education_secondary', 'job_white-collar'})	frozenset({'credit_no'})	0.2276045122760451	0.9831895598318956	0.2225171422251714	0.9776482021379981	0.9943638969327085	1.0	-0.0012612380152666747	0.7520844753469325	-0.007284814810733084	0.2251566696508505	-0.3296378701856669	0.6019849559621374
frozenset({'education_tertiary', 'job_white-collar'})	frozenset({'credit_no'})	0.23202831232028312	0.9831895598318956	0.22937403229374032	0.988560533841754	1.0054628061864048	1.0	0.0012462180350235608	1.4695126446951223	0.007074643712588157	0.2326677137087727	0.31950228287592	0.6109281859310007
frozenset({'job_white-collar', 'balance_low'})	frozenset({'credit_no'})	0.41716434417164344	0.9831895598318956	0.41340411413404116	0.9909862142099682	1.0079299605046719	1.0	0.003252486210361616	1.8649700092379466	0.01349878117249071	0.4188704616763783	0.463798347937716	0.705729327577425
frozenset({'housing_no', 'job_white-collar'})	frozenset({'credit_no'})	0.21809334218093343	0.9831895598318956	0.21433311214333112	0.9827586206896551	0.9995616927194445	1.0	-9.398495780782445e-05	0.9750055297500533	-0.0005604936312052619	0.21716718960107576	-0.025635208711435827	0.600378185485435
frozenset({'housing_yes', 'job_white-collar'})	frozenset({'credit_no'})	0.27184251271842513	0.9831895598318956	0.2678610926786109	0.985353946297803	1.0022013928486766	1.0	0.0005883722553860493	1.1477794981444576	0.003016596548648348	0.271342146538203	0.12875251595220455	0.6288974455898464
frozenset({'loan_no', 'job_white-collar'})	frozenset({'credit_no'})	0.41694315416943156	0.9831895598318956	0.41163459411634595	0.9872679045092838	1.0041480756549994	1.0	0.0017004378935803754	1.320319988203199	0.007084969899681988	0.41642425598567917	0.24260784587463302	0.7029702852130222
frozenset({'subscribed_term_d_no', 'job_white-collar'})	frozenset({'credit_no'})	0.42977217429772174	0.9831895598318956	0.42269409422694093	0.9835306227483273	1.0003468943633718	1.0	0.00014657935116718646	1.0207089139570844	0.0006081324933148029	0.42684833593924504	0.020288755857730476	0.7067259412954234
frozenset({'education_primary', 'marital_married'})	frozenset({'credit_no'})	0.11634594116345941	0.9831895598318956	0.115018801150188	0.9885931558935361	1.0054959860055517	1.0	0.0006286864694587252	1.4737152547371544	0.0061856166361798	0.11682767917321951	0.3214428657194324	0.5527892663607163
frozenset({'education_primary', 'marital_married'})	frozenset({'subscribed_term_d_no'})	0.11634594116345941	0.8847600088476001	0.10727715107277151	0.9220532319391636	1.0421506653992396	1.0	0.004338915139606811	1.4784447645405463	0.04577113144007338	0.1200197970799307	0.32361355392890295	0.5216516159695818
frozenset({'education_secondary', 'marital_married'})	frozenset({'credit_no'})	0.31563813315638134	0.9831895598318956	0.3105507631055076	0.9838822704975472	1.0007045545375501	1.0	0.00021864590132381068	1.0429781791254256	0.0010287810061565374	0.31423455684870183	0.04120716999224696	0.6498713939664339
frozenset({'education_secondary', 'marital_married'})	frozenset({'subscribed_term_d_no'})	0.31563813315638134	0.8847600088476001	0.28754700287547	0.9110021023125437	1.0296601261387526	1.0	0.008283005391390097	1.2948619478305086	0.042091392770125746	0.3149987884661983	0.22771689933783165	0.6180010511562719
frozenset({'education_tertiary', 'marital_married'})	frozenset({'credit_no'})	0.16080513160805132	0.9831895598318956	0.1596991815969918	0.9931224209078404	1.0101026917715066	1.0	0.0015972550325617785	2.4442380004423727	0.011918147475894855	0.16224719101123597	0.5908745384782439	0.5777760585979022
frozenset({'balance_low', 'marital_married'})	frozenset({'credit_no'})	0.5268745852687459	0.9831895598318956	0.5235567352355673	0.9937027707808563	1.0106929643870082	1.0	0.005539143658576551	2.6694978986949423	0.022361585877816146	0.5307174887892376	0.6253977197401513	0.7631056036131503
frozenset({'housing_no', 'marital_married'})	frozenset({'credit_no'})	0.25923468259234683	0.9831895598318956	0.25613802256138024	0.9880546075085325	1.0049482295941676	1.0	0.0012611890902495815	1.4072739912156023	0.006646997453935414	0.2596994841892801	0.2894063229746748	0.6242860214145587
frozenset({'housing_yes', 'marital_married'})	frozenset({'credit_no'})	0.35943375359433755	0.9831895598318956	0.35456757354567575	0.9864615384615385	1.0033279224712297	1.0	0.001176059560533016	1.2416802396895332	0.0051780501338996	0.3588538168793374	0.19463967611336264	0.6735457298606905
frozenset({'loan_no', 'marital_married'})	frozenset({'credit_no'})	0.5184693651846937	0.9831895598318956	0.513160805131608	0.9897610921501705	1.0066838914760228	1.0	0.0034071381893466812	1.6418196564181722	0.013788351575245578	0.5191317968225553	0.3909197054068528	0.7558479251527005
frozenset({'credit_no', 'marital_married'})	frozenset({'subscribed_term_d_no'})	0.610705596107056	0.8847600088476001	0.5500995355009953	0.9007605939876855	1.0180846613545815	1.0	0.0097716468860376	1.1612321736196194	0.04562977482911121	0.5818905007019186	0.13884576855724778	0.7612552969938428
frozenset({'subscribed_term_d_no', 'marital_married'})	frozenset({'credit_no'})	0.557398805573988	0.9831895598318956	0.5500995355009953	0.986904761904762	1.0037787240880605	1.0	0.0020708491978816967	1.2837063401097952	0.008505397482199846	0.5553818669048682	0.22100563909774712	0.7732049118860143
frozenset({'housing_yes', 'marital_married'})	frozenset({'subscribed_term_d_no'})	0.35943375359433755	0.8847600088476001	0.33244857332448574	0.924923076923077	1.0453943076923078	1.0	0.014435962314233552	1.534958898546311	0.06778868597978999	0.36462882096069865	0.3485167577144548	0.6503365384615385
frozenset({'education_secondary', 'marital_single'})	frozenset({'credit_no'})	0.13470471134704712	0.9831895598318956	0.1320504313205043	0.980295566502463	0.9970565255697716	1.0	-0.0003898345360814903	0.8531298385312946	-0.0034001413311758105	0.1339466008525914	-0.17215452424164376	0.5573018889880144
frozenset({'education_tertiary', 'marital_single'})	frozenset({'credit_no'})	0.10351692103516921	0.9831895598318956	0.10174740101747401	0.9829059829059829	0.999711574514724	1.0	-2.935501024710352e-05	0.9834107498341046	-0.0003217192677669829	0.10330114529530654	-0.01686909581646725	0.5431965235114841
frozenset({'marital_single', 'balance_low'})	frozenset({'credit_no'})	0.22495023224950234	0.9831895598318956	0.22273833222738332	0.9901671583087511	1.007096900498057	1.0	0.0015696123979124232	1.7096217650962	0.00909217668104079	0.2260381593714927	0.4150752988666296	0.6083569199867715
frozenset({'marital_single', 'housing_no'})	frozenset({'credit_no'})	0.123866401238664	0.9831895598318956	0.12165450121654502	0.9821428571428572	0.9989354009320264	1.0	-0.00012965129525802088	0.9413846494138498	-0.0012149275628094158	0.12345679012345678	-0.06226503759398121	0.5529386951631047
frozenset({'housing_yes', 'marital_single'})	frozenset({'credit_no'})	0.14067684140676842	0.9831895598318956	0.13802256138022562	0.9811320754716981	0.9979073370545662	1.0	-0.00028944040103640045	0.8909533289095335	-0.0024344116180195206	0.14000448732331164	-0.12239324726911596	0.560757263832587
frozenset({'loan_no', 'marital_single'})	frozenset({'credit_no'})	0.2318071223180712	0.9831895598318956	0.22804689228046893	0.9837786259541985	1.0005991378940229	1.0	0.0001365497226661072	1.0363141938925564	0.0007794645851900224	0.2310623038995966	0.03504168340699326	0.6078623163516774
frozenset({'subscribed_term_d_no', 'marital_single'})	frozenset({'credit_no'})	0.2276045122760451	0.9831895598318956	0.223401902234019	0.9815354713313897	0.9983176301213078	1.0	-0.00037647800641907314	0.9104180491041826	-0.002177040498045832	0.22625448028673836	-0.09839650145772341	0.6043785343158636
frozenset({'balance_low', 'education_primary'})	frozenset({'credit_no'})	0.1276266312762663	0.9831895598318956	0.1267418712674187	0.9930675909878682	1.010046924377087	1.0	0.0012606998400787883	2.4249059942490416	0.011402213891514286	0.12879298718813215	0.5876128796862141	0.5609882386885348
frozenset({'loan_no', 'education_primary'})	frozenset({'credit_no'})	0.1291749612917496	0.9831895598318956	0.128290201282902	0.9931506849315068	1.0101314390495708	1.0	0.0012867279491645678	2.454324264543233	0.011517609242115118	0.13036637446617216	0.5925558759913466	0.5618171872351572
frozenset({'credit_no', 'education_primary'})	frozenset({'subscribed_term_d_no'})	0.1477549214775492	0.8847600088476001	0.13381995133819952	0.9056886227544911	1.0236545658682636	1.0	0.0030923057044466296	1.2219097474571943	0.027114216034302054	0.14890475018459265	0.18160895100394323	0.5284693113772456
frozenset({'subscribed_term_d_no', 'education_primary'})	frozenset({'credit_no'})	0.13581066135810663	0.9831895598318956	0.13381995133819952	0.9853420195439738	1.0021892621728472	1.0	0.00029232697704403843	1.14684558480178	0.0025277791292170984	0.1358329591378536	0.1280430310303376	0.5607250030228306
frozenset({'balance_low', 'education_primary'})	frozenset({'subscribed_term_d_no'})	0.1276266312762663	0.8847600088476001	0.11568237115682371	0.9064124783362218	1.0244727036395147	1.0	0.0027634317396449393	1.2313606462024955	0.027382882341306054	0.12900838677849039	0.18789023907496927	0.5185812391681109
frozenset({'education_secondary', 'balance_low'})	frozenset({'credit_no'})	0.43331121433311215	0.9831895598318956	0.42866622428666223	0.9892802450229708	1.0061948228906301	1.0	0.002639162196265532	1.5681739185388741	0.010864311211973957	0.4339453649798477	0.36231562827435804	0.7126378727927003
frozenset({'education_secondary', 'housing_no'})	frozenset({'credit_no'})	0.19376244193762443	0.9831895598318956	0.18955983189559833	0.978310502283105	0.9950375209948071	1.0	-0.0009453781050078602	0.7750497677504972	-0.006147775690658347	0.19198028673835124	-0.29023972602739806	0.5855557010853095
